ID=0, predicted=8, true=8, accuracy=1.0
ID=582, predicted=9, true=9, accuracy=1.0
ID=583, predicted=8, true=5, accuracy=0.0
ID=584, predicted=0, true=0, accuracy=1.0
ID=585, predicted=1, true=4, accuracy=0.0
ID=586, predicted=0, true=0, accuracy=1.0
ID=587, predicted=8, true=8, accuracy=1.0
ID=588, predicted=2, true=2, accuracy=1.0
ID=589, predicted=1, true=2, accuracy=0.0
ID=590, predicted=3, true=3, accuracy=1.0
ID=591, predicted=9, true=9, accuracy=1.0
ID=592, predicted=4, true=4, accuracy=1.0
ID=593, predicted=8, true=8, accuracy=1.0
ID=594, predicted=5, true=9, accuracy=0.0
ID=595, predicted=0, true=0, accuracy=1.0
ID=596, predicted=9, true=7, accuracy=0.0
ID=597, predicted=5, true=5, accuracy=1.0
ID=598, predicted=8, true=8, accuracy=1.0
ID=599, predicted=4, true=4, accuracy=1.0
ID=600, predicted=0, true=0, accuracy=1.0
ID=601, predicted=8, true=7, accuracy=0.0
ID=602, predicted=8, true=8, accuracy=1.0
ID=603, predicted=5, true=4, accuracy=0.0
ID=604, predicted=9, true=2, accuracy=0.0
ID=605, predicted=3, true=3, accuracy=1.0
ID=606, predicted=3, true=3, accuracy=1.0
ID=607, predicted=9, true=9, accuracy=1.0
ID=608, predicted=4, true=4, accuracy=1.0
ID=609, predicted=6, true=6, accuracy=1.0
ID=610, predicted=7, true=6, accuracy=0.0
ID=611, predicted=6, true=6, accuracy=1.0
ID=612, predicted=7, true=7, accuracy=1.0
ID=613, predicted=2, true=8, accuracy=0.0
ID=614, predicted=0, true=0, accuracy=1.0
ID=615, predicted=7, true=7, accuracy=1.0
ID=616, predicted=2, true=2, accuracy=1.0
ID=617, predicted=7, true=1, accuracy=0.0
ID=618, predicted=0, true=0, accuracy=1.0
ID=619, predicted=9, true=9, accuracy=1.0
ID=620, predicted=8, true=8, accuracy=1.0
ID=621, predicted=9, true=9, accuracy=1.0
ID=622, predicted=8, true=8, accuracy=1.0
ID=623, predicted=0, true=0, accuracy=1.0
ID=624, predicted=7, true=2, accuracy=0.0
ID=625, predicted=6, true=6, accuracy=1.0
ID=626, predicted=8, true=8, accuracy=1.0
ID=627, predicted=6, true=6, accuracy=1.0
ID=628, predicted=1, true=1, accuracy=1.0
ID=629, predicted=7, true=7, accuracy=1.0
ID=630, predicted=1, true=1, accuracy=1.0
ID=631, predicted=0, true=0, accuracy=1.0
ID=632, predicted=9, true=9, accuracy=1.0
ID=633, predicted=0, true=0, accuracy=1.0
ID=634, predicted=2, true=2, accuracy=1.0
ID=635, predicted=8, true=8, accuracy=1.0
ID=636, predicted=0, true=0, accuracy=1.0
ID=637, predicted=7, true=2, accuracy=0.0
ID=638, predicted=7, true=7, accuracy=1.0
ID=639, predicted=6, true=6, accuracy=1.0
ID=640, predicted=8, true=8, accuracy=1.0
ID=641, predicted=4, true=4, accuracy=1.0
ID=642, predicted=1, true=1, accuracy=1.0
ID=643, predicted=3, true=3, accuracy=1.0
ID=644, predicted=9, true=7, accuracy=0.0
ID=645, predicted=2, true=7, accuracy=0.0
ID=646, predicted=4, true=4, accuracy=1.0
ID=647, predicted=7, true=7, accuracy=1.0
ID=648, predicted=3, true=3, accuracy=1.0
ID=649, predicted=7, true=7, accuracy=1.0
ID=650, predicted=5, true=5, accuracy=1.0
ID=651, predicted=6, true=6, accuracy=1.0
ID=652, predicted=0, true=0, accuracy=1.0
ID=653, predicted=2, true=2, accuracy=1.0
ID=654, predicted=9, true=5, accuracy=0.0
ID=655, predicted=9, true=9, accuracy=1.0
ID=656, predicted=4, true=4, accuracy=1.0
ID=657, predicted=2, true=2, accuracy=1.0
ID=658, predicted=8, true=8, accuracy=1.0
ID=659, predicted=7, true=7, accuracy=1.0
ID=660, predicted=8, true=8, accuracy=1.0
ID=661, predicted=1, true=1, accuracy=1.0
ID=662, predicted=6, true=6, accuracy=1.0
ID=663, predicted=6, true=5, accuracy=0.0
ID=664, predicted=0, true=0, accuracy=1.0
ID=665, predicted=0, true=0, accuracy=1.0
ID=666, predicted=6, true=6, accuracy=1.0
ID=667, predicted=8, true=7, accuracy=0.0
ID=668, predicted=6, true=6, accuracy=1.0
ID=669, predicted=8, true=8, accuracy=1.0
ID=670, predicted=7, true=7, accuracy=1.0
ID=671, predicted=2, true=2, accuracy=1.0
ID=672, predicted=8, true=8, accuracy=1.0
ID=673, predicted=8, true=8, accuracy=1.0
ID=674, predicted=6, true=6, accuracy=1.0
ID=675, predicted=7, true=7, accuracy=1.0
ID=676, predicted=0, true=0, accuracy=1.0
ID=677, predicted=2, true=2, accuracy=1.0
ID=678, predicted=5, true=5, accuracy=1.0
ID=679, predicted=8, true=8, accuracy=1.0
ID=680, predicted=1, true=1, accuracy=1.0
ID=681, predicted=3, true=3, accuracy=1.0
ID=682, predicted=7, true=7, accuracy=1.0
ID=683, predicted=7, true=7, accuracy=1.0
ID=684, predicted=6, true=4, accuracy=0.0
ID=685, predicted=7, true=7, accuracy=1.0
ID=686, predicted=7, true=7, accuracy=1.0
ID=687, predicted=1, true=7, accuracy=0.0
ID=688, predicted=2, true=2, accuracy=1.0
ID=689, predicted=2, true=7, accuracy=0.0
ID=690, predicted=3, true=3, accuracy=1.0
ID=691, predicted=3, true=2, accuracy=0.0
ID=692, predicted=1, true=1, accuracy=1.0
ID=693, predicted=7, true=7, accuracy=1.0
ID=694, predicted=8, true=8, accuracy=1.0
ID=695, predicted=4, true=4, accuracy=1.0
ID=696, predicted=1, true=1, accuracy=1.0
ID=697, predicted=3, true=3, accuracy=1.0
ID=698, predicted=1, true=1, accuracy=1.0
ID=699, predicted=3, true=3, accuracy=1.0
ID=700, predicted=7, true=7, accuracy=1.0
ID=701, predicted=5, true=5, accuracy=1.0
ID=702, predicted=1, true=1, accuracy=1.0
ID=703, predicted=4, true=4, accuracy=1.0
ID=704, predicted=5, true=5, accuracy=1.0
ID=705, predicted=0, true=0, accuracy=1.0
ID=706, predicted=1, true=1, accuracy=1.0
ID=707, predicted=1, true=1, accuracy=1.0
ID=708, predicted=5, true=5, accuracy=1.0
ID=709, predicted=7, true=7, accuracy=1.0
ID=710, predicted=8, true=0, accuracy=0.0
ID=711, predicted=5, true=5, accuracy=1.0
ID=712, predicted=5, true=5, accuracy=1.0
ID=713, predicted=2, true=2, accuracy=1.0
ID=714, predicted=5, true=5, accuracy=1.0
ID=715, predicted=1, true=2, accuracy=0.0
ID=716, predicted=4, true=4, accuracy=1.0
ID=717, predicted=9, true=9, accuracy=1.0
ID=718, predicted=8, true=8, accuracy=1.0
ID=719, predicted=3, true=3, accuracy=1.0
ID=720, predicted=9, true=9, accuracy=1.0
ID=721, predicted=0, true=0, accuracy=1.0
ID=722, predicted=5, true=9, accuracy=0.0
ID=723, predicted=2, true=4, accuracy=0.0
ID=724, predicted=9, true=9, accuracy=1.0
ID=725, predicted=1, true=1, accuracy=1.0
ID=726, predicted=8, true=0, accuracy=0.5
ID=727, predicted=2, true=2, accuracy=1.0
ID=728, predicted=6, true=6, accuracy=1.0
ID=729, predicted=5, true=5, accuracy=1.0
ID=730, predicted=8, true=8, accuracy=0.5
ID=731, predicted=7, true=7, accuracy=1.0
ID=732, predicted=2, true=2, accuracy=1.0
ID=733, predicted=9, true=9, accuracy=1.0
ID=734, predicted=1, true=1, accuracy=1.0
ID=735, predicted=1, true=1, accuracy=1.0
ID=736, predicted=2, true=2, accuracy=1.0
ID=737, predicted=6, true=0, accuracy=0.0
ID=738, predicted=7, true=7, accuracy=1.0
ID=739, predicted=6, true=6, accuracy=1.0
ID=740, predicted=6, true=6, accuracy=1.0
ID=741, predicted=4, true=4, accuracy=1.0
ID=742, predicted=9, true=9, accuracy=1.0
ID=743, predicted=7, true=7, accuracy=1.0
ID=744, predicted=0, true=0, accuracy=1.0
ID=745, predicted=8, true=8, accuracy=1.0
ID=746, predicted=4, true=4, accuracy=1.0
ID=747, predicted=6, true=5, accuracy=0.0
ID=748, predicted=7, true=7, accuracy=1.0
ID=749, predicted=5, true=5, accuracy=1.0
ID=750, predicted=6, true=6, accuracy=1.0
ID=751, predicted=2, true=2, accuracy=1.0
ID=752, predicted=1, true=9, accuracy=0.0
ID=753, predicted=6, true=6, accuracy=1.0
ID=754, predicted=1, true=1, accuracy=1.0
ID=755, predicted=4, true=4, accuracy=1.0
ID=756, predicted=3, true=3, accuracy=1.0
ID=757, predicted=7, true=7, accuracy=1.0
ID=758, predicted=1, true=1, accuracy=1.0
ID=759, predicted=1, true=4, accuracy=0.0
ID=760, predicted=5, true=5, accuracy=1.0
ID=761, predicted=6, true=6, accuracy=1.0
ID=762, predicted=9, true=7, accuracy=0.0
ID=763, predicted=8, true=8, accuracy=1.0
ID=764, predicted=1, true=1, accuracy=1.0
ID=765, predicted=8, true=8, accuracy=1.0
ID=766, predicted=3, true=3, accuracy=1.0
ID=767, predicted=5, true=5, accuracy=1.0
ID=768, predicted=5, true=8, accuracy=0.0
ID=769, predicted=3, true=3, accuracy=1.0
ID=770, predicted=6, true=6, accuracy=1.0
ID=771, predicted=5, true=5, accuracy=1.0
ID=772, predicted=0, true=0, accuracy=1.0
ID=773, predicted=1, true=1, accuracy=1.0
ID=774, predicted=2, true=1, accuracy=0.0
ID=775, predicted=2, true=1, accuracy=0.0
ID=776, predicted=6, true=6, accuracy=1.0
ID=777, predicted=5, true=6, accuracy=0.0
ID=778, predicted=5, true=5, accuracy=1.0
ID=779, predicted=5, true=5, accuracy=0.5
ID=780, predicted=6, true=6, accuracy=1.0
ID=781, predicted=0, true=0, accuracy=1.0
ID=782, predicted=8, true=8, accuracy=1.0
ID=783, predicted=2, true=2, accuracy=1.0
ID=784, predicted=4, true=4, accuracy=1.0
ID=785, predicted=7, true=7, accuracy=1.0
ID=786, predicted=5, true=5, accuracy=1.0
ID=787, predicted=3, true=3, accuracy=1.0
ID=788, predicted=0, true=0, accuracy=1.0
ID=789, predicted=7, true=7, accuracy=1.0
ID=790, predicted=6, true=6, accuracy=1.0
ID=791, predicted=6, true=6, accuracy=1.0
ID=792, predicted=6, true=6, accuracy=1.0
ID=793, predicted=6, true=6, accuracy=1.0
ID=794, predicted=8, true=8, accuracy=1.0
ID=795, predicted=8, true=8, accuracy=1.0
ID=796, predicted=1, true=1, accuracy=1.0
ID=797, predicted=2, true=2, accuracy=1.0
ID=798, predicted=8, true=8, accuracy=1.0
ID=799, predicted=5, true=5, accuracy=1.0
ID=800, predicted=9, true=9, accuracy=1.0
ID=801, predicted=9, true=9, accuracy=1.0
ID=802, predicted=6, true=6, accuracy=1.0
ID=803, predicted=8, true=8, accuracy=1.0
ID=804, predicted=4, true=4, accuracy=1.0
ID=805, predicted=4, true=4, accuracy=1.0
ID=806, predicted=4, true=4, accuracy=1.0
ID=807, predicted=9, true=5, accuracy=0.0
ID=808, predicted=3, true=3, accuracy=1.0
ID=809, predicted=5, true=5, accuracy=1.0
ID=810, predicted=2, true=7, accuracy=0.0
ID=811, predicted=6, true=6, accuracy=1.0
ID=812, predicted=5, true=5, accuracy=0.5
ID=813, predicted=3, true=3, accuracy=1.0
ID=814, predicted=4, true=4, accuracy=1.0
ID=815, predicted=5, true=5, accuracy=1.0
ID=816, predicted=8, true=8, accuracy=1.0
ID=817, predicted=3, true=3, accuracy=1.0
ID=818, predicted=9, true=9, accuracy=1.0
ID=819, predicted=8, true=8, accuracy=1.0
ID=820, predicted=2, true=2, accuracy=1.0
ID=821, predicted=5, true=5, accuracy=1.0
ID=822, predicted=1, true=1, accuracy=1.0
ID=823, predicted=0, true=0, accuracy=1.0
ID=824, predicted=9, true=9, accuracy=1.0
ID=825, predicted=1, true=1, accuracy=1.0
ID=826, predicted=5, true=5, accuracy=1.0
ID=827, predicted=2, true=2, accuracy=1.0
ID=828, predicted=5, true=5, accuracy=1.0
ID=829, predicted=5, true=9, accuracy=0.0
ID=830, predicted=7, true=7, accuracy=1.0
ID=831, predicted=1, true=1, accuracy=1.0
ID=832, predicted=2, true=2, accuracy=1.0
ID=833, predicted=1, true=1, accuracy=1.0
ID=834, predicted=6, true=6, accuracy=1.0
ID=835, predicted=8, true=7, accuracy=0.0
ID=836, predicted=0, true=0, accuracy=1.0
ID=837, predicted=5, true=5, accuracy=1.0
ID=838, predicted=2, true=2, accuracy=1.0
ID=839, predicted=6, true=6, accuracy=1.0
ID=840, predicted=0, true=0, accuracy=1.0
ID=841, predicted=5, true=8, accuracy=0.0
ID=842, predicted=9, true=7, accuracy=0.0
ID=843, predicted=5, true=5, accuracy=1.0
ID=844, predicted=5, true=5, accuracy=1.0
ID=845, predicted=4, true=7, accuracy=0.0
ID=846, predicted=3, true=3, accuracy=1.0
ID=847, predicted=9, true=9, accuracy=1.0
ID=848, predicted=9, true=9, accuracy=1.0
ID=849, predicted=2, true=1, accuracy=0.0
ID=850, predicted=9, true=9, accuracy=1.0
ID=851, predicted=2, true=2, accuracy=1.0
ID=852, predicted=3, true=3, accuracy=1.0
ID=853, predicted=0, true=0, accuracy=1.0
ID=854, predicted=5, true=5, accuracy=1.0
ID=855, predicted=0, true=0, accuracy=1.0
ID=856, predicted=0, true=0, accuracy=1.0
ID=857, predicted=7, true=7, accuracy=1.0
ID=858, predicted=2, true=2, accuracy=1.0
ID=859, predicted=3, true=3, accuracy=1.0
ID=860, predicted=1, true=1, accuracy=1.0
ID=861, predicted=6, true=6, accuracy=1.0
ID=862, predicted=6, true=6, accuracy=1.0
ID=863, predicted=6, true=6, accuracy=1.0
ID=864, predicted=1, true=1, accuracy=1.0
ID=865, predicted=0, true=0, accuracy=1.0
ID=866, predicted=7, true=7, accuracy=1.0
ID=867, predicted=1, true=1, accuracy=1.0
ID=868, predicted=5, true=5, accuracy=1.0
ID=869, predicted=4, true=4, accuracy=1.0
ID=870, predicted=3, true=3, accuracy=1.0
ID=871, predicted=9, true=9, accuracy=1.0
ID=872, predicted=3, true=3, accuracy=1.0
ID=873, predicted=5, true=5, accuracy=1.0
ID=874, predicted=9, true=9, accuracy=1.0
ID=875, predicted=4, true=4, accuracy=1.0
ID=876, predicted=7, true=8, accuracy=0.0
ID=877, predicted=2, true=2, accuracy=1.0
ID=878, predicted=2, true=2, accuracy=1.0
ID=879, predicted=2, true=2, accuracy=1.0
ID=880, predicted=1, true=9, accuracy=0.0
ID=881, predicted=5, true=5, accuracy=1.0
ID=882, predicted=9, true=7, accuracy=0.0
ID=883, predicted=5, true=5, accuracy=1.0
ID=884, predicted=5, true=5, accuracy=1.0
ID=885, predicted=0, true=0, accuracy=1.0
ID=886, predicted=2, true=2, accuracy=1.0
ID=887, predicted=3, true=9, accuracy=0.0
ID=888, predicted=4, true=4, accuracy=1.0
ID=889, predicted=2, true=2, accuracy=1.0
ID=890, predicted=8, true=8, accuracy=1.0
ID=891, predicted=8, true=8, accuracy=1.0
ID=892, predicted=9, true=7, accuracy=0.0
ID=893, predicted=8, true=0, accuracy=0.0
ID=894, predicted=8, true=8, accuracy=1.0
ID=895, predicted=1, true=1, accuracy=1.0
ID=896, predicted=1, true=1, accuracy=1.0
ID=897, predicted=3, true=3, accuracy=1.0
ID=898, predicted=5, true=9, accuracy=0.5
ID=899, predicted=2, true=2, accuracy=1.0
ID=900, predicted=0, true=0, accuracy=1.0
ID=901, predicted=4, true=4, accuracy=1.0
ID=902, predicted=4, true=4, accuracy=1.0
ID=903, predicted=3, true=3, accuracy=1.0
ID=904, predicted=1, true=1, accuracy=1.0
ID=905, predicted=8, true=8, accuracy=1.0
ID=906, predicted=5, true=5, accuracy=1.0
ID=907, predicted=4, true=4, accuracy=1.0
ID=908, predicted=5, true=5, accuracy=1.0
ID=909, predicted=2, true=2, accuracy=1.0
ID=910, predicted=4, true=8, accuracy=0.0
ID=911, predicted=3, true=3, accuracy=1.0
ID=912, predicted=8, true=8, accuracy=1.0
ID=913, predicted=2, true=2, accuracy=1.0
ID=914, predicted=3, true=3, accuracy=1.0
ID=915, predicted=1, true=1, accuracy=1.0
ID=916, predicted=3, true=3, accuracy=1.0
ID=917, predicted=1, true=1, accuracy=1.0
ID=918, predicted=0, true=0, accuracy=1.0
ID=919, predicted=4, true=4, accuracy=1.0
ID=920, predicted=8, true=8, accuracy=1.0
ID=921, predicted=8, true=8, accuracy=1.0
ID=922, predicted=0, true=0, accuracy=1.0
ID=923, predicted=6, true=6, accuracy=1.0
ID=924, predicted=0, true=0, accuracy=1.0
ID=925, predicted=8, true=8, accuracy=1.0
ID=926, predicted=0, true=0, accuracy=1.0
ID=927, predicted=3, true=3, accuracy=1.0
ID=928, predicted=3, true=3, accuracy=1.0
ID=929, predicted=4, true=4, accuracy=1.0
ID=930, predicted=4, true=4, accuracy=1.0
ID=931, predicted=0, true=0, accuracy=1.0
ID=932, predicted=6, true=6, accuracy=1.0
ID=933, predicted=2, true=2, accuracy=1.0
ID=934, predicted=3, true=3, accuracy=1.0
ID=935, predicted=1, true=1, accuracy=1.0
ID=936, predicted=3, true=3, accuracy=1.0
ID=937, predicted=3, true=3, accuracy=1.0
ID=938, predicted=1, true=1, accuracy=1.0
ID=939, predicted=2, true=2, accuracy=1.0
ID=940, predicted=8, true=5, accuracy=0.0
ID=941, predicted=9, true=9, accuracy=1.0
ID=942, predicted=1, true=1, accuracy=1.0
ID=943, predicted=9, true=1, accuracy=0.0
ID=944, predicted=4, true=4, accuracy=1.0
ID=945, predicted=2, true=1, accuracy=0.0
ID=946, predicted=5, true=8, accuracy=0.0
ID=947, predicted=3, true=9, accuracy=0.5
ID=948, predicted=4, true=4, accuracy=1.0
ID=949, predicted=1, true=1, accuracy=1.0
ID=950, predicted=8, true=8, accuracy=1.0
ID=951, predicted=4, true=4, accuracy=1.0
ID=952, predicted=1, true=1, accuracy=1.0
ID=953, predicted=7, true=7, accuracy=1.0
ID=954, predicted=0, true=0, accuracy=1.0
ID=955, predicted=3, true=3, accuracy=1.0
ID=956, predicted=1, true=1, accuracy=1.0
ID=957, predicted=6, true=6, accuracy=1.0
ID=958, predicted=5, true=5, accuracy=1.0
ID=959, predicted=8, true=8, accuracy=1.0
ID=960, predicted=7, true=2, accuracy=0.0
ID=961, predicted=4, true=4, accuracy=1.0
ID=962, predicted=4, true=4, accuracy=1.0
ID=963, predicted=9, true=9, accuracy=1.0
ID=964, predicted=6, true=6, accuracy=1.0
ID=965, predicted=7, true=7, accuracy=1.0
ID=966, predicted=7, true=8, accuracy=0.0
ID=967, predicted=2, true=2, accuracy=1.0
ID=968, predicted=2, true=2, accuracy=1.0
ID=969, predicted=9, true=9, accuracy=1.0
ID=970, predicted=2, true=2, accuracy=1.0
ID=971, predicted=3, true=2, accuracy=0.5
ID=972, predicted=8, true=8, accuracy=1.0
ID=973, predicted=2, true=2, accuracy=1.0
ID=974, predicted=9, true=9, accuracy=1.0
ID=975, predicted=2, true=1, accuracy=0.0
ID=976, predicted=8, true=5, accuracy=0.0
ID=977, predicted=8, true=8, accuracy=0.5
ID=978, predicted=1, true=1, accuracy=1.0
ID=979, predicted=8, true=8, accuracy=1.0
ID=980, predicted=8, true=8, accuracy=1.0
ID=981, predicted=3, true=3, accuracy=1.0
ID=982, predicted=0, true=0, accuracy=1.0
ID=983, predicted=6, true=6, accuracy=1.0
ID=984, predicted=6, true=6, accuracy=1.0
ID=985, predicted=5, true=5, accuracy=0.5
ID=986, predicted=0, true=0, accuracy=1.0
ID=987, predicted=2, true=2, accuracy=1.0
ID=988, predicted=9, true=3, accuracy=0.0
ID=989, predicted=6, true=6, accuracy=1.0
ID=990, predicted=1, true=1, accuracy=1.0
ID=991, predicted=9, true=9, accuracy=1.0
ID=992, predicted=0, true=0, accuracy=1.0
ID=993, predicted=6, true=6, accuracy=1.0
ID=994, predicted=5, true=5, accuracy=1.0
ID=995, predicted=8, true=5, accuracy=0.0
ID=996, predicted=3, true=3, accuracy=1.0
ID=997, predicted=3, true=4, accuracy=0.0
ID=998, predicted=2, true=1, accuracy=0.0
ID=999, predicted=4, true=4, accuracy=1.0
ID=1000, predicted=9, true=9, accuracy=1.0
ID=1001, predicted=2, true=2, accuracy=1.0
ID=1002, predicted=6, true=6, accuracy=1.0
ID=1003, predicted=6, true=6, accuracy=1.0
ID=1004, predicted=3, true=3, accuracy=1.0
ID=1005, predicted=8, true=5, accuracy=0.0
ID=1006, predicted=1, true=1, accuracy=1.0
ID=1007, predicted=8, true=8, accuracy=1.0
ID=1008, predicted=0, true=0, accuracy=1.0
ID=1009, predicted=2, true=2, accuracy=1.0
ID=1010, predicted=2, true=2, accuracy=1.0
ID=1011, predicted=9, true=9, accuracy=1.0
ID=1012, predicted=9, true=9, accuracy=1.0
ID=1013, predicted=3, true=3, accuracy=1.0
ID=1014, predicted=3, true=3, accuracy=1.0
ID=1015, predicted=3, true=3, accuracy=1.0
ID=1016, predicted=0, true=0, accuracy=1.0
ID=1017, predicted=1, true=1, accuracy=1.0
ID=1018, predicted=1, true=1, accuracy=1.0
ID=1019, predicted=0, true=0, accuracy=1.0
ID=1020, predicted=5, true=5, accuracy=1.0
ID=1021, predicted=0, true=0, accuracy=1.0
ID=1022, predicted=8, true=8, accuracy=1.0
ID=1023, predicted=5, true=5, accuracy=1.0
ID=1024, predicted=4, true=4, accuracy=1.0
ID=1025, predicted=1, true=1, accuracy=1.0
ID=1026, predicted=7, true=7, accuracy=1.0
ID=1027, predicted=5, true=5, accuracy=1.0
ID=1028, predicted=5, true=5, accuracy=1.0
ID=1029, predicted=2, true=3, accuracy=0.0
ID=1030, predicted=3, true=3, accuracy=1.0
ID=1031, predicted=2, true=2, accuracy=1.0
ID=1032, predicted=6, true=6, accuracy=1.0
ID=1033, predicted=5, true=5, accuracy=1.0
ID=1034, predicted=9, true=7, accuracy=0.0
ID=1035, predicted=8, true=8, accuracy=1.0
ID=1036, predicted=3, true=7, accuracy=0.0
ID=1037, predicted=2, true=2, accuracy=1.0
ID=1038, predicted=6, true=6, accuracy=1.0
ID=1039, predicted=1, true=1, accuracy=1.0
ID=1040, predicted=5, true=5, accuracy=1.0
ID=1041, predicted=0, true=0, accuracy=1.0
ID=1042, predicted=6, true=6, accuracy=1.0
ID=1043, predicted=6, true=6, accuracy=1.0
ID=1044, predicted=4, true=4, accuracy=1.0
ID=1045, predicted=2, true=2, accuracy=1.0
ID=1046, predicted=2, true=2, accuracy=1.0
ID=1047, predicted=3, true=3, accuracy=1.0
ID=1048, predicted=9, true=9, accuracy=1.0
ID=1049, predicted=4, true=4, accuracy=1.0
ID=1050, predicted=1, true=2, accuracy=0.0
ID=1051, predicted=9, true=9, accuracy=1.0
ID=1052, predicted=7, true=7, accuracy=1.0
ID=1053, predicted=2, true=2, accuracy=1.0
ID=1054, predicted=6, true=0, accuracy=0.0
ID=1055, predicted=2, true=2, accuracy=1.0
ID=1056, predicted=1, true=1, accuracy=1.0
ID=1057, predicted=9, true=4, accuracy=0.0
ID=1058, predicted=5, true=5, accuracy=1.0
ID=1059, predicted=5, true=5, accuracy=1.0
ID=1060, predicted=3, true=3, accuracy=1.0
ID=1061, predicted=7, true=7, accuracy=1.0
ID=1062, predicted=3, true=3, accuracy=1.0
ID=1063, predicted=0, true=0, accuracy=1.0
ID=1064, predicted=5, true=4, accuracy=0.0
ID=1065, predicted=0, true=0, accuracy=1.0
ID=1066, predicted=0, true=0, accuracy=1.0
ID=1067, predicted=3, true=3, accuracy=1.0
ID=1068, predicted=4, true=4, accuracy=1.0
ID=1069, predicted=8, true=8, accuracy=1.0
ID=1070, predicted=6, true=7, accuracy=0.0
ID=1071, predicted=1, true=1, accuracy=1.0
ID=1072, predicted=0, true=0, accuracy=1.0
ID=1073, predicted=0, true=0, accuracy=1.0
ID=1074, predicted=9, true=9, accuracy=1.0
ID=1075, predicted=8, true=8, accuracy=1.0
ID=1076, predicted=9, true=9, accuracy=1.0
ID=1077, predicted=2, true=1, accuracy=0.0
ID=1078, predicted=8, true=7, accuracy=0.0
ID=1079, predicted=3, true=3, accuracy=1.0
ID=1080, predicted=1, true=5, accuracy=0.0
ID=1081, predicted=1, true=1, accuracy=1.0
ID=1082, predicted=6, true=6, accuracy=1.0
ID=1083, predicted=0, true=0, accuracy=1.0
ID=1084, predicted=9, true=5, accuracy=0.0
ID=1085, predicted=3, true=5, accuracy=0.0
ID=1086, predicted=8, true=8, accuracy=1.0
ID=1087, predicted=7, true=7, accuracy=1.0
ID=1088, predicted=9, true=9, accuracy=1.0
ID=1089, predicted=6, true=5, accuracy=0.0
ID=1090, predicted=7, true=7, accuracy=1.0
ID=1091, predicted=2, true=2, accuracy=1.0
ID=1092, predicted=8, true=8, accuracy=1.0
ID=1093, predicted=9, true=9, accuracy=1.0
ID=1094, predicted=6, true=6, accuracy=1.0
ID=1095, predicted=4, true=4, accuracy=1.0
ID=1096, predicted=7, true=7, accuracy=1.0
ID=1097, predicted=1, true=1, accuracy=1.0
ID=1098, predicted=2, true=2, accuracy=1.0
ID=1099, predicted=7, true=7, accuracy=1.0
ID=1100, predicted=2, true=2, accuracy=1.0
ID=1101, predicted=7, true=7, accuracy=1.0
ID=1102, predicted=6, true=6, accuracy=1.0
ID=1103, predicted=2, true=2, accuracy=1.0
ID=1104, predicted=8, true=8, accuracy=1.0
ID=1105, predicted=3, true=3, accuracy=1.0
ID=1106, predicted=5, true=1, accuracy=0.0
ID=1107, predicted=0, true=0, accuracy=1.0
ID=1108, predicted=2, true=2, accuracy=1.0
ID=1109, predicted=1, true=1, accuracy=1.0
ID=1110, predicted=6, true=9, accuracy=0.0
ID=1111, predicted=8, true=5, accuracy=0.0
ID=1112, predicted=8, true=0, accuracy=0.0
ID=1113, predicted=9, true=9, accuracy=1.0
ID=1114, predicted=1, true=1, accuracy=1.0
ID=1115, predicted=6, true=6, accuracy=1.0
ID=1116, predicted=8, true=8, accuracy=1.0
ID=1117, predicted=1, true=1, accuracy=1.0
ID=1118, predicted=2, true=2, accuracy=1.0
ID=1119, predicted=4, true=4, accuracy=1.0
ID=1120, predicted=1, true=1, accuracy=1.0
ID=1121, predicted=4, true=4, accuracy=1.0
ID=1122, predicted=6, true=6, accuracy=1.0
ID=1123, predicted=1, true=1, accuracy=1.0
ID=1124, predicted=8, true=8, accuracy=1.0
ID=1125, predicted=7, true=7, accuracy=1.0
ID=1126, predicted=9, true=9, accuracy=1.0
ID=1127, predicted=7, true=2, accuracy=0.0
ID=1128, predicted=7, true=7, accuracy=1.0
ID=1129, predicted=8, true=8, accuracy=0.5
ID=1130, predicted=5, true=9, accuracy=0.5
ID=1131, predicted=3, true=3, accuracy=1.0
ID=1132, predicted=3, true=3, accuracy=1.0
ID=1133, predicted=2, true=2, accuracy=1.0
ID=1134, predicted=8, true=8, accuracy=1.0
ID=1135, predicted=9, true=9, accuracy=1.0
ID=1136, predicted=3, true=3, accuracy=1.0
ID=1137, predicted=9, true=9, accuracy=1.0
ID=1138, predicted=5, true=5, accuracy=1.0
ID=1139, predicted=8, true=8, accuracy=1.0
ID=1140, predicted=4, true=4, accuracy=1.0
ID=1141, predicted=9, true=4, accuracy=0.0
ID=1142, predicted=5, true=7, accuracy=0.0
ID=1143, predicted=3, true=3, accuracy=1.0
ID=1144, predicted=6, true=6, accuracy=1.0
ID=1145, predicted=5, true=5, accuracy=1.0
ID=1146, predicted=7, true=7, accuracy=1.0
ID=1147, predicted=2, true=2, accuracy=1.0
ID=1148, predicted=7, true=7, accuracy=1.0
ID=1149, predicted=8, true=8, accuracy=1.0
ID=1150, predicted=9, true=9, accuracy=0.5
ID=1151, predicted=7, true=7, accuracy=1.0
ID=1152, predicted=4, true=8, accuracy=0.5
ID=1153, predicted=0, true=0, accuracy=1.0
ID=1154, predicted=8, true=8, accuracy=1.0
ID=1155, predicted=6, true=6, accuracy=1.0
ID=1156, predicted=4, true=4, accuracy=1.0
